                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                 2.0663,                 4.3344,                 2.8254,                  1.993,                 0.0791,                0.07692,                0.07677,                0.02548,                0.00167,                0.23077,                 0.0038,                0.00064,                 2.6587,                 6.6277,                 3.2948,                 2.8301,               0.006733,               0.006733,               0.006733
                     68,                  1.883,                 4.3446,                 2.3361,                 1.7174,                 0.0791,                0.07692,                0.07677,                0.02548,                0.00167,                0.23077,                 0.0038,                0.00064,                 2.6587,                 6.6277,                 3.2948,                 2.8301,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.7055,                 3.9245,                 2.2241,                 1.5542,                0.29426,                0.07692,                 0.0698,                0.01857,                0.00755,                0.15385,                0.00427,                0.00109,                 2.8328,                 6.8522,                 3.2124,                 2.8601,               0.006634,               0.006634,               0.006634
                     70,                 2.0736,                 4.0903,                 2.2601,                 1.6812,                0.29426,                0.07692,                 0.0698,                0.01857,                0.00755,                0.15385,                0.00427,                0.00109,                 2.8328,                 6.8522,                 3.2124,                 2.8601,              0.0065845,              0.0065845,              0.0065845
                     71,                 2.1245,                 4.5629,                 2.2438,                 1.7473,                0.19304,                0.07692,                0.06244,                0.02187,                0.02004,                0.15385,                0.01104,                0.00236,                 2.7862,                 5.7697,                 2.9468,                 2.7671,               0.006535,               0.006535,               0.006535
                     72,                 1.8885,                 4.0794,                 2.2092,                 1.8006,                0.19304,                0.07692,                0.06244,                0.02187,                0.02004,                0.15385,                0.01104,                0.00236,                 2.7862,                 5.7697,                 2.9468,                 2.7671,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.9745,                 4.4467,                 2.1891,                 1.7209,                0.08414,                0.07692,                0.04169,                0.01689,                 0.0073,                0.07692,                0.00731,                0.00092,                 2.9887,                 6.3729,                 3.2633,                 3.1393,               0.006436,               0.006436,               0.006436
                     74,                 1.7908,                 4.2444,                 2.2064,                 1.6218,                0.08414,                0.07692,                0.04169,                0.01689,                 0.0073,                0.07692,                0.00731,                0.00092,                 2.9887,                 6.3729,                 3.2633,                 3.1393,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.7646,                 4.1859,                 2.0703,                 1.6021,                0.08824,                0.23077,                0.05955,                0.01569,                0.01401,                0.07692,                0.00821,                0.00114,                 3.0266,                 6.7749,                 3.1535,                 3.2594,               0.006337,               0.006337,               0.006337
                     76,                 1.9247,                 4.1691,                 2.0467,                 1.6212,                0.08824,                0.23077,                0.05955,                0.01569,                0.01401,                0.07692,                0.00821,                0.00114,                 3.0266,                 6.7749,                 3.1535,                 3.2594,              0.0062875,              0.0062875,              0.0062875
                     77,                  1.918,                   3.99,                 2.2525,                 1.7072,                0.00333,                0.46154,                0.01863,                 0.0029,                0.00111,                0.15385,                0.00178,                0.00018,                 3.5155,                 5.9591,                 3.7308,                  4.327,               0.006238,               0.006238,               0.006238
                     78,                  1.865,                 4.3934,                 2.2191,                 1.6812,                0.00333,                0.46154,                0.01863,                 0.0029,                0.00111,                0.15385,                0.00178,                0.00018,                 3.5155,                 5.9591,                 3.7308,                  4.327,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.8535,                 4.1782,                 2.2937,                 1.7249,                0.00278,                0.38462,                0.00567,                0.00096,                      0,                      0,                      0,                      0,                 3.8979,                  5.683,                 4.9795,                 5.8258,               0.006139,               0.006139,               0.006139
                     80,                 1.8113,                  3.967,                 2.0338,                 1.6218,                0.00278,                0.38462,                0.00567,                0.00096,                      0,                      0,                      0,                      0,                 3.8979,                  5.683,                 4.9795,                 5.8258,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.5654,                 4.2246,                  1.984,                 1.5256,                0.00278,                0.38462,                0.01217,                0.00293,                0.00056,                0.07692,                0.00268,                0.00027,                 3.8061,                 5.1731,                 5.8959,                 5.0482,                0.00604,                0.00604,                0.00604
                     82,                 1.6404,                 3.9201,                  2.002,                 1.5094,                0.00278,                0.38462,                0.01217,                0.00293,                0.00056,                0.07692,                0.00268,                0.00027,                 3.8061,                 5.1731,                 5.8959,                 5.0482,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.7928,                 3.8907,                  2.019,                 1.5945,                0.00278,                0.38462,                0.01217,                0.00293,                0.00056,                0.07692,                0.00268,                0.00027,                 4.0646,                 5.3009,                 10.876,                 5.1517,               0.005941,               0.005941,               0.005941
                     84,                 1.8739,                 4.0936,                 1.9651,                  1.585,                0.00278,                0.38462,                0.01217,                0.00293,                0.00056,                0.07692,                0.00268,                0.00027,                 4.0646,                 5.3009,                 10.876,                 5.1517,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.6899,                  4.001,                 1.8434,                 1.4484,                0.00278,                0.38462,                0.01217,                0.00293,                0.00056,                0.07692,                0.00268,                0.00027,                 3.7414,                 5.6331,                 22.714,                 4.6293,               0.005842,               0.005842,               0.005842
                     86,                 1.9197,                 3.9223,                 2.0926,                 1.6953,                0.00278,                0.38462,                0.01217,                0.00293,                0.00056,                0.07692,                0.00268,                0.00027,                 3.7414,                 5.6331,                 22.714,                 4.6293,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.9916,                  4.301,                 2.3123,                 1.7375,                0.00278,                0.38462,                0.01217,                0.00293,                0.00056,                0.07692,                0.00268,                0.00027,                  3.917,                 7.4357,                 93.013,                 5.2469,               0.005743,               0.005743,               0.005743
                     88,                 1.6669,                  4.063,                 1.9804,                 1.4735,                0.00278,                0.38462,                0.01217,                0.00293,                0.00056,                0.07692,                0.00268,                0.00027,                  3.917,                 7.4357,                 93.013,                 5.2469,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.8696,                 4.1328,                 2.1189,                   1.68,                0.00278,                0.38462,                0.01217,                0.00293,                0.00056,                0.07692,                0.00268,                0.00027,                 3.8533,                 7.1269,                  39.11,                 5.0015,               0.005644,               0.005644,               0.005644
                     90,                 1.8559,                 3.9808,                 1.8431,                  1.468,                0.00278,                0.38462,                0.01217,                0.00293,                0.00056,                0.07692,                0.00268,                0.00027,                 3.8533,                 7.1269,                  39.11,                 5.0015,              0.0055945,              0.0055945,              0.0055945
                     91,                 1.6633,                  3.896,                 2.1295,                 1.5963,                0.10014,                0.15385,                0.06114,                0.01797,                0.00769,                0.23077,                0.00459,                0.00064,                 2.5574,                 5.9782,                 3.4636,                 2.3368,               0.005545,               0.005545,               0.005545
                     92,                 1.5566,                 4.1059,                 2.0777,                  1.542,                0.10014,                0.15385,                0.06114,                0.01797,                0.00769,                0.23077,                0.00459,                0.00064,                 2.5574,                 5.9782,                 3.4636,                 2.3368,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.7088,                 3.8252,                 1.8912,                 1.5965,                0.04998,                0.17027,                0.03982,                0.01306,                0.06918,                0.07692,                0.00997,                0.00206,                 2.4491,                 5.5585,                 3.3296,                 2.2287,               0.005446,               0.005446,               0.005446
                     94,                 1.7278,                 3.9943,                 1.7959,                 1.5012,                0.04998,                0.17027,                0.03982,                0.01306,                0.06918,                0.07692,                0.00997,                0.00206,                 2.4491,                 5.5585,                 3.3296,                 2.2287,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.6987,                 3.6646,                 1.7364,                  1.505,                0.10374,                0.15385,                0.04434,                0.01165,                0.04958,                0.07692,                0.00897,                 0.0012,                 2.5714,                 5.6282,                  3.529,                 2.2714,               0.005347,               0.005347,               0.005347
                     96,                 1.6696,                 3.9585,                 1.9325,                 1.6018,                0.10374,                0.15385,                0.04434,                0.01165,                0.04958,                0.07692,                0.00897,                 0.0012,                 2.5714,                 5.6282,                  3.529,                 2.2714,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.4748,                 3.6779,                 2.1083,                 1.5141,                0.11689,                0.15385,                0.07733,                 0.0237,                0.07396,                0.07692,                0.01724,                0.00647,                 2.5253,                 5.9599,                 3.1516,                  2.336,               0.005248,               0.005248,               0.005248
                     98,                 1.5096,                 4.2264,                 1.8474,                 1.5971,                0.11689,                0.15385,                0.07733,                 0.0237,                0.07396,                0.07692,                0.01724,                0.00647,                 2.5253,                 5.9599,                 3.1516,                  2.336,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.6905,                 3.9732,                 1.8415,                  1.498,                0.11601,                0.30769,                0.05613,                0.02172,                0.02948,                0.07692,                0.00687,                0.00238,                 2.2882,                 6.5511,                 3.3351,                 2.1401,               0.005149,               0.005149,               0.005149
                    100,                 1.4924,                 3.9653,                 1.7198,                 1.4238,                0.11601,                0.30769,                0.05613,                0.02172,                0.02948,                0.07692,                0.00687,                0.00238,                 2.2882,                 6.5511,                 3.3351,                 2.1401,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.5849,                 3.9883,                 1.9622,                 1.5157,                0.11012,                0.23077,                0.04362,                0.01735,                0.06466,                0.07692,                0.01212,                0.00245,                 2.4026,                 6.0373,                 3.2176,                 2.1902,                0.00505,                0.00505,                0.00505
